1.953442906629113240e+00,2.071267543271351763e-02
1.931550677770225377e+00,3.075745473120289342e-02
1.905864760126565471e+00,4.265871813624905196e-02
1.876564961936709075e+00,5.632928833264144730e-02
1.843825728265380270e+00,7.166926481886692901e-02
1.807815667753623234e+00,8.856803702837112713e-02
1.768697300579339604e+00,1.069061804409540128e-01
1.726626990174378706e+00,1.265572206877347283e-01
1.681755023856527975e+00,1.473892572756590469e-01
1.634225810733104467e+00,1.692664439188878989e-01
1.584178168736731340e+00,1.920503266646808038e-01
1.531745676245228394e+00,2.156010441698716917e-01
1.477057067254857525e+00,2.397783967630842117e-01
1.420236652406274391e+00,2.644427924611788550e-01
1.361404751232441868e+00,2.894560790329298028e-01
1.300678123766061844e+00,3.146822716436100675e-01
1.238170392093788319e+00,3.399881856813624648e-01
1.173992444576354544e+00,3.652439841547180377e-01
1.108252817280920066e+00,3.903236486395880167e-01
1.041058048715693740e+00,4.151053822083967670e-01
9.725130052430589478e-01,4.394719521454014677e-01
9.027211756041222390e-01,4.633109795811249931e-01
8.317849338431591022e-01,4.865151824958244831e-01
7.598057706022502966e-01,5.089825778696491776e-01
6.868844932901612133e-01,5.306166481116216804e-01
6.131213960385950568e-01,5.513264762915643935e-01
5.386164006642796265e-01,5.710268541351928295e-01
4.634691700753720278e-01,5.896383662263147141e-01
3.877791957113208010e-01,6.070874533924807137e-01
3.116458607003345649e-01,6.233064578309335246e-01
2.351684804695233222e-01,6.382336521584595079e-01
1.584463225593490399e-01,6.518132542391565920e-01
8.157860738427361036e-02,6.639954293550539566e-01
4.664491652097220616e-03,6.747362810325923110e-01
-7.219696388924323749e-02,6.839978316197348196e-01
-1.489068407622812507e-01,6.917479935205086417e-01
-2.253664215730424025e-01,6.979605318327489760e-01
-3.014772598354096278e-01,7.026150189976516636e-01
-3.771412593813157077e-01,7.056967819534804010e-01
-4.522607619968893600e-01,7.071968421877509181e-01
-5.267386419891431082e-01,7.071118489999845824e-01
-6.004784064502621810e-01,7.054440062184293980e-01
-6.733843000463755057e-01,7.022009925569859812e-01
-7.453614132145218729e-01,6.973958757511554696e-01
-8.163157927050951335e-01,6.910470205724693615e-01
-8.861545534573019856e-01,6.831779907881506686e-01
-9.547859908420820441e-01,6.738174451053621228e-01
-1.022119692350627052e+00,6.629990271161194659e-01
-1.088066647847252044e+00,6.507612492387392367e-01
-1.152539357543109766e+00,6.371473706335871734e-01
-1.215451936882375961e+00,6.222052690539559006e-01
-1.276720217565321391e+00,6.059873065763904387e-01
-1.336261843963501006e+00,5.885501891378426276e-01
-1.393996364211447014e+00,5.699548197890298429e-01
-1.449845315287162428e+00,5.502661455535698964e-01
-1.503732301420841466e+00,5.295529977602168037e-01
-1.555583065198054449e+00,5.078879256902031347e-01
-1.605325550750683394e+00,4.853470233526709920e-01
-1.652889958456833508e+00,4.620097491678259449e-01
-1.698208790600430840e+00,4.379587382991942945e-01
-1.741216887473118646e+00,4.132796073325825659e-01
-1.781851453436241073e+00,3.880607509494539142e-01
-1.820052072500297768e+00,3.623931301859004694e-01
-1.855760713024431574e+00,3.363700518046442434e-01
-1.888921721190739866e+00,3.100869382360749160e-01
-1.919481802969120299e+00,2.836410874647948277e-01
-1.947389994359845389e+00,2.571314221501875275e-01
-1.972597619785330103e+00,2.306582271729447076e-01
-1.995058238602082312e+00,2.043228746942986340e-01
-2.014727579821513181e+00,1.782275357011416095e-01
-2.031563465267349322e+00,1.524748768888536943e-01
-2.045525721561550991e+00,1.271677416054806942e-01
-2.056576081524025490e+00,1.024088134474607503e-01
-2.064678075798620505e+00,7.830026096057127183e-02
-2.069796915783979063e+00,5.494336176324760013e-02
-2.071899369258334289e+00,3.243810427701596805e-02
-2.070953630448107763e+00,1.088276512590146371e-02
-2.066929186707459287e+00,-9.626539839707612400e-03
-2.059796684455994509e+00,-2.899633302027920106e-02
-2.049527797570897203e+00,-4.713628321556662115e-02
-2.036095102053564254e+00,-6.395974660885232754e-02
-2.019471961494259560e+00,-7.938434267929170285e-02
-1.999632428644659843e+00,-9.333256697549024983e-02
-1.976551169278584208e+00,-1.057324424135998031e-01
-1.950203415473263036e+00,-1.165182103548067227e-01
-1.920564956470459439e+00,-1.256310621379472803e-01
-1.887612176365511152e+00,-1.330199109567446469e-01
-1.851322149001935813e+00,-1.386422029375132259e-01
-1.811672801588530390e+00,-1.424647649486316947e-01
-1.768643159661151154e+00,-1.444646850122600079e-01
-1.722213687023782303e+00,-1.446302191464996501e-01
-1.672366735146319172e+00,-1.429617160005047793e-01
-1.619087117072624427e+00,-1.394725477214050491e-01
-1.562362821082260878e+00,-1.341900320887889908e-01
-1.502185879009650282e+00,-1.271563270686271174e-01
-1.438553403088782989e+00,-1.184292746014761200e-01
-1.371468803272772874e+00,-1.080831657166441140e-01
-1.300943193973410184e+00,-9.620939407260997722e-02
-1.226996994869010926e+00,-8.291695994555592364e-02
-1.149661724641742655e+00,-6.833278177861212832e-02
-1.068981979061144338e+00,-5.260176800531712882e-02
-9.850175756194750054e-01,-3.588659840331986928e-02
-8.978458359287504464e-01,-1.836716223872258968e-02
-8.075639644205143686e-01,-2.396005250804300601e-04
-7.142914678300464892e-01,1.828509750704543357e-02
-6.181725449891971591e-01,3.698298749590844814e-02
-5.193783613305036351e-01,5.561958624512841620e-02
-4.181091082106722645e-01,7.395283033008137608e-02
-3.145957349327419550e-01,9.173657686695424474e-02
-2.091012326258894771e-01,1.087246224511562165e-01
-1.019213454904780020e-01,1.246751883530761162e-01
6.615412119992787610e-03,1.393557891154295625e-01
1.161485433720813032e-01,1.525483693390603523e-01
2.262872521046211949e-01,1.640545618315030207e-01
3.366130830394630236e-01,1.737008920344329521e-01
4.466835426780434437e-01,1.813437316183563741e-01
5.560366791709479006e-01,1.868737912065758788e-01
6.641965491323470472e-01,1.902199408940086212e-01
7.706794473985068006e-01,1.913521593787570474e-01
8.750007260895598105e-01,1.902834388929453002e-01
9.766819863189795115e-01,1.870705131639696095e-01
1.075258393630284637e+00,1.818133273973374653e-01
1.170285850170961872e+00,1.746532294390246154e-01
1.261347755034615936e+00,1.657699254615797591e-01
1.348061099905819793e+00,1.553773067027645061e-01
1.430081679251963056e+00,1.437183108733248726e-01
1.507108240336250571e+00,1.310590282664758632e-01
1.578885454459072246e+00,1.176822948226755594e-01
1.645205652381901862e+00,1.038810303452204487e-01
1.705909328848517870e+00,8.995157926358876566e-02
1.760884478756623572e+00,7.618729492439246798e-02
1.810064876877136131e+00,6.287257881790608849e-02
1.853427451218365274e+00,5.027754683551988180e-02
1.890988925637344664e+00,3.865344949738885871e-02
1.922801919854537633e+00,2.822892600359561133e-02
1.948950695509843012e+00,1.920712647544167706e-02
1.969546727053268498e+00,1.176369572000418584e-02
1.984724258386330931e+00,6.045577288388837012e-03
1.994635982781109096e+00,2.170569650951040264e-03
1.999448957172320185e+00,2.275473200402181040e-04
1.999340834648998477e+00,2.772483839913568449e-04
1.994496472671126508e+00,2.353525355265617680e-03
1.985104950544783975e+00,6.464957353102387949e-03
1.971357008884377926e+00,1.259672716910037460e-02
1.953442906629113240e+00,2.071267543271348988e-02
