2.000000000000000000e+00,0.000000000000000000e+00
1.997483013162012266e+00,1.646606277546508457e-05
1.989942435248937436e+00,1.314111700402992300e-04
1.977409297019256940e+00,4.417349004511295085e-04
1.959934929149991012e+00,1.041211230453059633e-03
1.937590391365453968e+00,2.019007957296675704e-03
1.910465692819132588e+00,3.458301766997073923e-03
1.878668822381917902e+00,5.435015948938637376e-03
1.842324611527266232e+00,8.016703884474896125e-03
1.801573455676230839e+00,1.126159695439860053e-02
1.756569922086006486e+00,1.521783062337128678e-02
1.707481273597877269e+00,1.992285738079391244e-02
1.654485937816686070e+00,2.540305015566124425e-02
1.597771950631269533e+00,3.167349497077487364e-02
1.537535401498997256e+00,3.873796712749688620e-02
1.473978905732239442e+00,4.658908125232186226e-02
1.407310126284604390e+00,5.520860219110368394e-02
1.337740364394407910e+00,6.456790106834919829e-02
1.265483235056973133e+00,7.462853886350129251e-02
1.190753439813383663e+00,8.534295858611307128e-02
1.113765645894570611e+00,9.665526652098788141e-02
1.034733477460592077e+00,1.085020830036054207e-01
9.538686216183084321e-01,1.208134436995722538e-01
8.713800491560319550e-01,1.335137333130782533e-01
7.874733475479744893e-01,1.465226349473245371e-01
7.023501617800457231e-01,1.597560798939051674e-01
6.162077369384653114e-01,1.731271843519041065e-01
5.292385552745838551e-01,1.865471613923653793e-01
4.416300595913463800e-01,1.999261983209849047e-01
3.535644542577780491e-01,2.131742913933872829e-01
2.652185749101100276e-01,2.262020315567810913e-01
1.767638179006487398e-01,2.389213364938019835e-01
8.836612076598396315e-02,2.512461257041114226e-01
1.859853632301449117e-04,2.630929366613944387e-01
-8.762146417250443742e-02,2.743814812204098397e-01
-1.749063959001125879e-01,2.850351424201268413e-01
-2.615241635687731159e-01,2.949814126394050273e-01
-3.473351850452426892e-01,3.041522747200317012e-01
-4.322048108815439438e-01,3.124845281898123162e-01
-5.160031875447343985e-01,3.199200631094193392e-01
-5.986051191670425098e-01,3.264060843452558647e-01
-6.798899310466974821e-01,3.318952892515212305e-01
-7.597413375451034234e-01,3.363460018423642950e-01
-8.380473164897346283e-01,3.397222665633194971e-01
-9.146999917070073316e-01,3.419939047428481871e-01
-9.895955248763204093e-01,3.431365367314320736e-01
-1.062634017514838769e+00,3.431315726275845357e-01
-1.133719423570653140e+00,3.419661743564113010e-01
-1.202759472817133135e+00,3.396331917148032176e-01
-1.269665605000422470e+00,3.361310748344628063e-01
-1.334352914491605091e+00,3.314637653452839894e-01
-1.396740105031425649e+00,3.256405683515214422e-01
-1.456749454024846901e+00,3.186760071652311455e-01
-1.514306785741567518e+00,3.105896625783525211e-01
-1.569341452703317374e+00,3.014059982986297959e-01
-1.621786324486151010e+00,2.911541740267279410e-01
-1.671577783132871087e+00,2.798678475134163679e-01
-1.718655724354470671e+00,2.675849668071300647e-01
-1.762963563697499847e+00,2.543475537838087441e-01
-1.804448246864322813e+00,2.402014799426991920e-01
-1.843060263393348386e+00,2.251962353535496009e-01
-1.878753662934742774e+00,2.093846915520140572e-01
-1.911486073392390850e+00,1.928228591006662107e-01
-1.941218720243617746e+00,1.755696404622910101e-01
-1.967916446393389140e+00,1.576865787695274912e-01
-1.991547731968392299e+00,1.392376030199184989e-01
-2.012084713507815259e+00,1.202887701774247031e-01
-2.029503202061170963e+00,1.009080046199449243e-01
-2.043782699758624588e+00,8.116483533684308582e-02
-2.054906414475563992e+00,6.113013125045101137e-02
-2.062861272270308799e+00,4.087583501058247859e-02
-2.067637927331612779e+00,2.047469559087597077e-02
-2.069230769230768985e+00,5.750042811381208559e-17
-2.067637927331612779e+00,-2.047469559087585628e-02
-2.062861272270309243e+00,-4.087583501058234675e-02
-2.054906414475563992e+00,-6.113013125045091423e-02
-2.043782699758625032e+00,-8.116483533684279439e-02
-2.029503202061171407e+00,-1.009080046199446190e-01
-2.012084713507815259e+00,-1.202887701774245366e-01
-1.991547731968392299e+00,-1.392376030199183601e-01
-1.967916446393389140e+00,-1.576865787695274079e-01
-1.941218720243617746e+00,-1.755696404622909546e-01
-1.911486073392391294e+00,-1.928228591006661552e-01
-1.878753662934743218e+00,-2.093846915520140572e-01
-1.843060263393348386e+00,-2.251962353535496009e-01
-1.804448246864323480e+00,-2.402014799426989700e-01
-1.762963563697500513e+00,-2.543475537838085776e-01
-1.718655724354471115e+00,-2.675849668071300647e-01
-1.671577783132871531e+00,-2.798678475134163124e-01
-1.621786324486151454e+00,-2.911541740267276634e-01
-1.569341452703317819e+00,-3.014059982986299069e-01
-1.514306785741567740e+00,-3.105896625783524101e-01
-1.456749454024847346e+00,-3.186760071652311455e-01
-1.396740105031425871e+00,-3.256405683515213312e-01
-1.334352914491606201e+00,-3.314637653452836563e-01
-1.269665605000423358e+00,-3.361310748344630284e-01
-1.202759472817134245e+00,-3.396331917148032176e-01
-1.133719423570654250e+00,-3.419661743564110790e-01
-1.062634017514839879e+00,-3.431315726275843137e-01
-9.895955248763215195e-01,-3.431365367314321846e-01
-9.146999917070083308e-01,-3.419939047428481871e-01
-8.380473164897346283e-01,-3.397222665633194971e-01
-7.597413375451034234e-01,-3.363460018423642950e-01
-6.798899310466974821e-01,-3.318952892515212305e-01
-5.986051191670427318e-01,-3.264060843452558647e-01
-5.160031875447345096e-01,-3.199200631094194502e-01
-4.322048108815443324e-01,-3.124845281898125382e-01
-3.473351850452431888e-01,-3.041522747200317012e-01
-2.615241635687736155e-01,-2.949814126394050273e-01
-1.749063959001130319e-01,-2.850351424201268413e-01
-8.762146417250538111e-02,-2.743814812204098397e-01
1.859853632292609617e-04,-2.630929366613948828e-01
8.836612076598301946e-02,-2.512461257041118667e-01
1.767638179006478238e-01,-2.389213364938019835e-01
2.652185749101090284e-01,-2.262020315567813133e-01
3.535644542577766058e-01,-2.131742913933875050e-01
4.416300595913449367e-01,-1.999261983209851268e-01
5.292385552745824118e-01,-1.865471613923658234e-01
6.162077369384637571e-01,-1.731271843519045506e-01
7.023501617800457231e-01,-1.597560798939051674e-01
7.874733475479744893e-01,-1.465226349473245371e-01
